"SID","TestID","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22"
"287992",555555,"1","1","1","1","1","0","0","1","0","1","0","0","1","0","1","0","0","1","0","0","1","1"
"153118",555555,"0","1","0","0","0","0","1","0","0","1","0","1","1","1","0","0","0","0","1","0","1","1"
"784736",555555,"0","1","0","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0","0","1","1"
"536669",555555,"1","1","0","1","0","1","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","1"
"562234",555555,"0","1","1","1","0","1","1","1","0","1","0","0","0","1","1","0","1","0","0","1","1","0"
"962888",555555,"1","1","1","0","1","0","1","1","1","0","0","1","0","0","1","1","0","0","0","1","1","1"
"899480",555555,"0","0","1","0","1","1","1","1","0","1","1","0","0","0","0","0","1","0","1","1","1","0"
"869525",555555,"1","1","1","0","0","0","0","0","1","0","1","0","0","1","1","1","0","1","1","0","1","1"
"520857",555555,"0","0","0","0","0","0","0","1","0","0","1","1","0","1","1","1","1","0","1","1","0","1"
"614801",555555,"1","0","1","0","1","1","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1"
"763954",555555,"0","1","1","0","0","0","1","1","1","1","1","0","1","1","0","1","1","1","0","0","1","0"
"582847",555555,"1","1","1","1","1","1","1","0","1","0","1","1","0","0","0","1","0","0","1","1","1","1"
"378012",555555,"1","1","0","1","1","0","0","1","0","0","1","1","0","1","1","1","0","1","1","1","1","0"
"124834",555555,"0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","0","1","0","1","1","1"
"748902",555555,"1","0","1","0","0","1","0","1","0","1","1","0","1","1","1","0","0","0","0","0","1","0"
"865893",555555,"1","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","1","1","1","1","0"
"117622",555555,"0","0","0","1","0","1","1","0","0","0","0","1","0","1","0","1","0","0","1","0","1","1"
"353564",555555,"1","0","1","1","0","1","1","1","1","1","0","1","0","1","1","1","1","0","0","1","1","0"
"162712",555555,"0","0","1","1","0","0","1","0","1","1","1","1","1","0","0","1","1","0","0","0","0","1"
"291481",555555,"1","1","0","0","1","1","0","0","0","1","1","0","1","0","1","0","1","0","0","0","0","0"
"857043",555555,"1","1","1","1","1","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0"
"177880",555555,"0","0","0","1","1","0","1","0","0","1","1","1","0","1","1","1","0","1","1","1","0","0"
"352111",555555,"0","0","1","0","0","1","0","0","0","1","1","0","1","1","0","0","0","1","0","1","1","0"
"316564",555555,"1","0","1","1","0","0","0","0","1","1","0","0","1","0","1","0","1","1","1","0","0","0"
"856690",555555,"0","0","0","1","1","0","1","0","0","1","1","1","1","0","0","1","1","1","1","1","1","0"
"838220",555555,"1","0","0","0","1","1","1","1","1","0","1","0","0","0","1","0","1","1","1","1","0","1"
"263093",555555,"0","1","0","0","0","1","0","1","1","0","1","1","1","1","0","0","0","1","1","1","1","1"
"668780",555555,"1","1","1","0","1","0","1","1","1","1","0","1","1","0","0","0","0","1","1","0","0","0"
"433956",555555,"0","1","0","1","0","1","0","0","0","1","0","1","1","0","1","1","1","0","1","1","0","0"
"959352",555555,"1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","1","1","0","1","1","0"
"100738",555555,"1","1","0","0","0","0","1","1","1","0","0","0","0","1","0","0","1","1","1","0","1","0"
"936865",555555,"1","1","1","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","1","1","0"
"210849",555555,"1","1","1","1","0","0","0","0","1","0","1","0","0","1","0","1","0","1","1","0","1","0"
"547716",555555,"0","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","1","1","0","1","1","0"
"640934",555555,"1","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","1","0","1","1","1"
"697942",555555,"0","1","1","1","1","0","0","1","0","0","0","0","0","1","1","0","1","1","0","1","0","1"
"239521",555555,"1","1","0","1","0","1","0","0","1","0","0","1","1","1","0","1","0","1","1","1","1","0"
"412874",555555,"0","1","1","0","1","0","1","1","0","1","1","0","0","1","0","0","0","1","0","0","1","0"
"978323",555555,"1","1","0","0","0","1","0","1","1","1","0","0","0","0","0","1","1","0","1","1","1","1"
"616948",555555,"0","0","1","1","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"387877",555555,"1","1","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0","0","0"
"993568",555555,"0","1","1","0","0","0","1","1","1","0","0","1","0","0","0","0","0","1","1","1","1","0"
"440947",555555,"1","0","1","0","1","1","0","1","0","0","1","0","1","0","0","0","1","0","0","0","1","0"
"698888",555555,"0","1","0","0","1","1","1","0","0","1","0","0","0","1","1","0","0","0","0","1","1","1"
"524017",555555,"1","0","1","1","0","0","0","0","0","1","1","1","0","0","1","1","1","0","1","0","0","0"
"686688",555555,"0","1","1","1","1","0","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1"
"800336",555555,"0","1","0","1","1","1","1","1","0","1","1","0","0","1","1","0","0","1","1","0","1","0"
"937626",555555,"0","0","0","1","0","1","1","0","0","1","1","1","0","0","1","1","0","1","1","0","1","1"
"300842",555555,"1","0","0","0","0","1","0","1","1","0","1","1","0","1","1","0","0","0","1","1","1","0"
"499275",555555,"0","1","0","0","0","1","1","1","1","0","1","1","1","0","1","0","1","0","0","1","0","0"
"139671",555555,"1","0","0","1","1","0","1","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0"
"382428",555555,"0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","1","0","0","1","0","0","0"
"731803",555555,"0","0","0","1","1","1","0","1","1","0","1","1","0","1","0","1","1","0","0","1","0","1"
"957655",555555,"0","0","1","1","1","0","1","0","0","0","0","1","0","0","0","1","1","0","1","0","1","1"
"536947",555555,"0","1","0","0","0","0","0","0","1","1","0","1","1","0","1","0","1","0","0","1","1","0"
"231441",555555,"0","1","0","1","1","1","0","1","1","0","1","0","0","0","1","0","1","1","0","1","1","0"
"555337",555555,"1","0","0","0","1","0","0","1","0","1","1","0","1","0","1","1","1","1","1","1","1","0"
"403288",555555,"0","0","1","0","1","0","1","1","1","1","0","0","1","0","0","0","1","0","1","1","0","1"
"992911",555555,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","1","1","0","0","1","0","1"
"376529",555555,"0","0","1","0","1","0","0","1","1","1","0","0","0","1","0","0","0","0","0","1","0","0"
"185910",555555,"0","0","0","1","1","1","1","0","1","1","0","1","1","0","0","1","0","1","0","1","0","1"
"402562",555555,"1","0","0","1","0","1","0","0","0","0","1","1","0","1","1","0","1","1","0","1","0","1"
"234347",555555,"1","1","0","1","0","1","1","0","1","0","1","0","0","0","0","1","1","1","1","1","1","1"
"556415",555555,"1","0","1","1","0","0","1","1","0","0","1","0","1","1","1","1","0","1","0","0","0","0"
"221175",555555,"1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","1","0","1","0","1","1","0"
"946716",555555,"1","1","0","0","0","0","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0"
"252654",555555,"1","1","1","0","0","1","1","1","1","1","1","1","1","0","1","0","1","0","1","0","0","0"
"306018",555555,"0","1","1","0","0","0","0","0","1","0","0","1","0","1","1","0","0","1","1","1","0","1"
"149433",555555,"0","1","1","1","1","0","1","0","0","1","0","1","1","1","0","1","0","0","0","0","1","1"
"674417",555555,"0","0","1","1","1","1","0","0","0","1","1","0","0","0","0","0","1","0","0","1","1","0"
"414232",555555,"1","1","0","0","0","1","1","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0"
"588612",555555,"0","0","0","0","1","0","0","1","1","0","1","1","1","0","1","0","1","0","0","0","1","1"
"982603",555555,"0","0","1","1","1","1","1","1","0","1","1","0","0","0","1","0","1","1","0","1","1","0"
"409034",555555,"1","0","1","0","0","1","0","0","0","1","0","1","0","1","1","0","0","1","1","0","0","1"
"507725",555555,"1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","1","0","0","0","1","1"
"590268",555555,"0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","1"
"388450",555555,"1","0","0","0","0","1","1","1","0","0","0","0","1","1","1","1","0","1","1","1","1","0"
"557348",555555,"1","1","0","1","0","0","1","1","1","1","0","0","1","1","1","1","0","1","1","0","0","1"
"857512",555555,"0","1","1","1","1","1","1","0","1","1","0","1","0","0","1","0","0","1","0","0","1","1"
"875598",555555,"0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","1"
"476213",555555,"1","1","1","1","1","1","1","0","1","0","1","0","1","0","0","1","1","0","0","0","1","1"
"738866",555555,"0","1","1","0","1","1","1","0","0","1","0","1","0","1","1","1","1","0","1","0","0","1"
"170193",555555,"1","0","1","1","1","0","1","0","1","1","1","0","0","1","1","0","0","1","0","0","0","1"
"404533",555555,"0","0","1","1","0","0","0","0","0","1","1","0","1","1","0","0","1","1","1","1","1","1"
"209332",555555,"0","0","0","1","0","0","0","1","0","0","1","1","1","1","0","0","0","0","0","1","1","0"
"550282",555555,"0","0","1","0","0","1","1","1","1","1","0","0","1","1","0","0","0","1","1","1","1","1"
"123532",555555,"1","0","1","1","1","0","1","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1"
"174450",555555,"0","0","1","1","1","0","0","0","0","1","0","0","0","1","0","1","1","0","0","1","1","0"
"877463",555555,"1","1","0","0","1","0","1","1","0","0","1","1","0","0","0","0","0","1","1","0","1","0"
"171558",555555,"0","0","1","0","0","0","0","1","1","1","0","1","0","0","1","0","1","1","1","0","0","1"
"347232",555555,"1","0","0","1","0","1","0","1","0","1","0","0","1","0","1","0","1","0","1","0","1","1"
"295270",555555,"0","0","0","1","0","1","1","0","1","0","1","0","1","1","1","0","1","1","0","1","0","1"
"159561",555555,"0","1","1","1","0","1","1","0","0","1","1","1","1","0","0","0","0","0","1","0","0","1"
"143323",555555,"1","1","0","0","1","0","0","1","0","1","0","0","1","1","0","0","1","0","0","1","1","1"
"761787",555555,"0","1","0","0","1","1","1","0","0","1","1","0","0","0","1","1","1","1","0","1","1","0"
"543507",555555,"0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0"
"354258",555555,"1","1","1","0","1","0","1","0","1","0","0","0","0","0","0","0","1","1","0","1","1","1"
"836478",555555,"1","0","0","0","1","1","0","0","0","0","1","0","1","1","1","0","0","1","1","0","0","1"
"670450",555555,"1","1","1","0","0","0","1","0","1","0","1","1","1","1","0","0","1","0","0","1","1","0"
"479680",555555,"0","0","1","1","0","0","1","1","1","0","1","0","0","0","0","1","0","0","1","0","0","1"
"954242",555555,"1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1"
"671891",555555,"0","0","1","0","1","0","1","0","0","0","1","0","1","1","1","0","1","1","1","0","0","1"
"989131",555555,"0","0","1","1","0","0","1","0","1","1","0","1","1","1","1","0","0","1","1","0","1","1"
"243754",555555,"1","1","0","1","0","0","0","1","0","0","0","0","0","1","0","1","1","0","1","0","0","0"
"833613",555555,"0","1","1","0","1","1","1","1","0","1","1","0","1","0","1","1","1","0","1","1","1","0"
"522366",555555,"1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
"126025",555555,"1","1","0","0","1","1","1","0","1","0","1","0","1","0","1","1","1","0","1","0","0","0"
"362679",555555,"0","0","0","1","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","0"
"665095",555555,"1","0","1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0"
"127118",555555,"0","1","1","0","1","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0"
"837036",555555,"1","0","1","1","1","1","1","1","1","0","1","0","1","1","0","1","1","1","0","0","1","1"
"203128",555555,"0","0","1","0","1","0","0","1","1","1","0","0","0","1","1","0","0","0","1","1","0","0"
"123196",555555,"1","0","1","0","0","1","1","1","0","1","1","0","1","1","0","1","1","1","1","1","0","1"
"601637",555555,"1","1","1","0","0","1","1","0","0","1","1","0","0","1","1","0","0","1","0","0","1","1"
"808962",555555,"0","1","1","0","0","0","0","0","1","0","1","0","0","0","1","1","0","1","1","1","0","1"
"629807",555555,"1","1","0","1","1","1","1","0","0","1","0","1","0","1","1","1","0","0","1","1","0","0"
"483369",555555,"0","1","0","0","0","1","1","1","0","0","1","0","0","1","1","1","1","0","0","0","1","1"
"554887",555555,"1","0","0","0","0","1","0","0","1","1","0","1","1","0","0","0","0","0","1","0","1","1"
"535791",555555,"0","1","1","1","0","0","0","1","0","1","1","1","1","1","0","1","1","1","0","1","1","0"
"286284",555555,"0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","1","1","1","0","0","1"
"529258",555555,"0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","1"
"276910",555555,"0","1","0","1","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","0"
"567978",555555,"0","1","0","0","0","1","1","0","1","0","1","0","1","0","0","0","0","0","0","0","1","1"
"438481",555555,"0","1","1","0","1","0","1","1","1","1","1","0","1","0","1","0","1","1","0","1","0","0"
"740287",555555,"1","1","0","1","0","1","0","1","0","0","1","0","1","0","1","1","1","1","0","0","0","0"
"123005",555555,"0","0","0","1","0","1","0","1","1","0","0","0","1","1","0","1","0","0","0","1","0","1"
"204205",555555,"0","0","1","1","1","1","0","1","0","0","1","1","1","1","0","0","1","0","1","0","1","0"
"947426",555555,"0","1","1","1","1","0","0","1","1","1","1","1","0","0","1","0","0","1","1","1","1","0"
"215070",555555,"1","0","1","1","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","1","1"
"699718",555555,"1","1","0","0","0","1","0","0","1","1","1","0","1","0","1","1","0","1","0","0","0","0"
"212223",555555,"0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","1"
"738948",555555,"1","0","1","0","0","0","1","0","1","1","1","0","0","1","1","0","1","0","1","0","1","0"
"133595",555555,"0","0","1","0","1","0","0","1","1","0","1","1","1","1","1","0","0","1","1","1","0","0"
"860668",555555,"0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","1"
"647934",555555,"0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0"
"906846",555555,"1","1","0","0","0","0","1","0","1","0","0","1","1","1","0","1","0","1","1","1","0","1"
"819872",555555,"0","0","1","0","1","0","1","0","0","0","1","1","1","0","1","1","1","0","0","0","0","1"
"253916",555555,"0","1","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0"
"387386",555555,"0","1","1","1","1","0","0","1","0","0","1","1","0","0","0","1","1","1","1","1","1","0"
"485760",555555,"0","0","1","1","0","0","1","0","0","0","0","1","0","0","1","0","0","1","1","1","0","0"
"720929",555555,"1","0","1","1","1","0","0","1","1","0","1","0","1","1","0","0","0","1","1","1","1","0"
"203006",555555,"1","1","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","1","0","0","1"
"941829",555555,"1","1","1","1","1","1","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1"
"813477",555555,"1","1","1","0","1","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1","1"
"612130",555555,"0","0","0","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0"
"315894",555555,"1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","1"
"999968",555555,"0","1","0","1","0","1","1","1","1","1","1","1","0","0","0","0","1","0","1","0","0","0"
"469978",555555,"0","0","1","1","1","1","0","1","1","1","0","0","1","0","1","1","0","0","0","1","1","1"
"414197",555555,"0","0","1","0","0","1","1","1","1","0","1","1","0","0","0","0","0","0","0","1","0","1"
"201259",555555,"0","0","0","1","0","0","1","1","1","0","1","1","0","1","1","0","0","1","0","0","0","1"
"205843",555555,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","1"
"798069",555555,"0","0","0","1","1","0","0","1","0","1","0","0","0","1","0","1","1","0","0","1","1","0"
"886512",555555,"1","1","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","0","0"
"910597",555555,"0","0","0","0","1","0","1","0","0","1","0","1","0","1","0","0","1","1","1","1","1","0"
"798677",555555,"1","1","1","0","1","1","1","0","0","1","0","0","0","0","1","1","0","1","1","0","0","1"
"652825",555555,"1","1","1","0","1","1","0","1","1","1","1","0","0","0","1","1","1","1","1","0","0","1"
"756836",555555,"1","1","1","0","0","0","1","0","1","1","1","0","0","0","1","0","1","0","1","1","0","1"
"417973",555555,"1","0","0","1","1","1","0","0","1","1","1","0","0","1","1","1","0","1","0","0","0","1"
"572258",555555,"1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","0","1","1"
"998354",555555,"0","1","1","1","1","0","0","1","0","1","0","0","1","0","1","0","1","0","0","0","1","1"
"373630",555555,"1","1","1","1","0","1","1","1","0","1","0","1","1","1","0","0","1","1","0","0","0","1"
"436884",555555,"1","1","0","0","0","0","0","1","1","0","0","0","1","1","1","1","1","1","1","0","1","1"
"432126",555555,"0","1","0","1","1","0","1","0","1","1","0","0","0","1","0","0","0","0","1","0","1","1"
"118064",555555,"1","1","1","0","0","1","1","0","1","1","1","0","0","0","0","0","1","0","0","1","1","1"
"676176",555555,"0","1","1","0","0","1","1","0","1","0","0","0","1","1","0","0","0","1","0","1","0","0"
"353443",555555,"1","0","0","1","0","0","1","0","1","1","1","0","0","1","0","0","0","1","0","1","1","0"
"460476",555555,"1","0","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","1","0","0","1"
"493748",555555,"0","0","1","1","0","0","0","1","0","1","0","1","0","0","1","1","0","0","0","0","0","1"
"574131",555555,"0","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","1","1","0","1","1"
"693169",555555,"0","0","0","1","0","1","0","1","0","1","1","0","1","1","0","1","1","0","0","1","0","0"
"808178",555555,"0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","1","0","1","1","1","1","0"
"844020",555555,"1","1","0","0","0","1","1","0","0","1","1","1","0","1","1","1","0","0","0","0","1","1"
"985958",555555,"1","1","1","1","0","0","1","1","0","1","1","0","1","1","0","0","1","0","0","0","1","1"
"830913",555555,"0","1","1","1","1","1","0","0","1","0","0","0","1","1","1","0","0","1","1","0","1","0"
"522594",555555,"1","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","0","1","1"
"941308",555555,"1","0","1","1","0","0","1","0","1","1","1","1","0","1","1","1","0","1","1","0","0","0"
"967729",555555,"1","0","0","1","1","0","1","0","1","0","1","0","0","1","0","0","1","1","1","0","0","1"
"418170",555555,"0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","0","1","0","1","1","0","0"
"696222",555555,"1","0","1","0","1","0","0","0","1","1","0","1","1","0","0","1","0","1","0","0","0","1"
"252151",555555,"1","1","0","0","0","1","1","1","1","0","1","1","1","0","1","0","0","1","0","0","1","1"
"558608",555555,"1","0","1","1","1","1","1","0","1","1","0","1","0","0","1","1","0","1","0","0","0","1"
"208874",555555,"1","1","1","0","1","0","1","1","1","1","0","0","1","1","0","0","0","1","1","1","0","1"
"253297",555555,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","1","1","0","0","0","1","1"
"726561",555555,"0","0","0","0","1","1","1","0","1","1","1","1","1","1","0","0","1","0","0","1","1","0"
"651171",555555,"1","0","1","0","0","0","1","0","1","0","0","0","1","1","1","0","1","1","0","0","0","1"
"251110",555555,"0","1","1","0","0","1","1","1","0","1","1","0","0","0","1","0","1","1","1","0","0","1"
"590262",555555,"1","0","1","1","1","1","1","1","0","0","1","0","1","0","1","0","1","1","1","0","1","0"
"345270",555555,"0","0","0","0","1","0","1","1","1","1","1","1","1","0","1","0","0","1","0","0","0","1"
"248443",555555,"0","1","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","1","1","0","0","0"
"186358",555555,"0","1","1","0","1","0","1","0","0","1","0","0","0","1","1","0","1","0","0","1","1","0"
"629715",555555,"0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","1","1","0"
"710034",555555,"0","0","0","0","0","0","0","1","0","1","1","1","1","0","1","0","1","1","1","0","0","1"
"634656",555555,"0","1","0","0","1","1","0","0","0","1","0","0","1","1","1","0","0","0","1","0","1","1"
"308091",555555,"1","1","0","1","1","1","1","1","0","1","0","0","1","1","0","0","1","0","1","1","0","1"
"406605",555555,"0","0","1","0","1","1","1","1","1","0","1","0","1","1","1","1","1","0","1","1","0","0"
"497219",555555,"0","1","0","1","1","0","0","1","0","0","1","0","1","0","1","1","1","1","0","0","1","1"
"359732",555555,"1","1","0","0","1","1","0","1","0","0","1","0","1","1","0","1","0","1","1","0","0","1"
"581236",555555,"1","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","1","1"
"254469",555555,"1","0","1","0","1","0","0","1","1","0","1","0","0","1","1","1","1","1","1","0","1","1"
"668239",555555,"0","0","0","1","1","0","1","0","1","1","1","1","1","0","0","1","0","0","1","1","0","0"
"725973",555555,"1","0","0","0","0","1","1","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0"
"607631",555555,"0","1","0","0","1","0","1","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0"
"453373",555555,"1","1","0","1","1","0","0","0","0","1","0","0","1","0","1","1","1","1","1","0","0","1"
"828277",555555,"1","0","0","0","1","1","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","1"
"509412",555555,"0","0","1","1","0","1","0","0","1","1","0","1","1","0","1","0","0","1","1","1","1","1"
"368632",555555,"0","0","0","1","0","1","0","1","0","1","1","1","0","0","1","1","0","1","0","0","0","1"
"631162",555555,"1","0","0","0","0","1","0","0","0","1","1","0","0","1","1","1","1","1","1","0","0","0"
"963070",555555,"0","0","0","1","1","0","1","0","1","0","0","1","1","0","1","0","0","1","0","1","0","1"
"136242",555555,"0","0","0","1","0","1","1","0","1","1","1","0","1","0","0","0","0","1","0","1","1","1"
"517056",555555,"1","0","1","0","0","0","0","1","0","1","1","1","1","0","0","0","0","1","0","0","0","0"
"249008",555555,"0","1","0","1","1","0","0","1","1","0","0","1","0","1","0","1","0","0","0","0","1","1"
"395408",555555,"0","0","0","0","1","1","0","0","1","0","0","0","1","1","0","1","1","0","0","0","0","0"
"244722",555555,"1","1","1","1","0","1","1","1","1","0","0","0","0","1","0","1","1","1","0","1","1","0"
"678591",555555,"1","0","0","0","1","1","0","1","1","1","0","1","0","1","1","1","1","0","1","1","1","1"
"791721",555555,"0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","1","0","1","1","1","0"
"515869",555555,"0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","1","0","1"
"117225",555555,"1","1","1","1","1","1","1","0","1","0","1","0","0","1","1","1","1","1","1","1","0","0"
"234786",555555,"0","1","0","0","1","1","0","1","0","1","0","1","0","1","0","0","1","0","1","0","0","1"
"534109",555555,"1","0","1","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0"
"993338",555555,"1","0","1","1","1","0","0","1","1","0","0","0","1","0","0","0","1","0","1","1","1","1"
"886115",555555,"1","1","1","0","1","1","1","1","1","0","0","0","0","0","0","1","1","0","1","1","1","1"
"928030",555555,"1","0","0","0","1","1","0","1","1","0","1","0","0","1","0","0","0","0","1","1","1","0"
"780389",555555,"1","1","0","0","0","1","1","0","1","0","1","1","0","1","1","0","0","0","0","1","1","1"
"110191",555555,"1","0","1","1","0","1","1","0","1","0","0","1","0","1","0","1","1","1","0","0","0","1"
"762984",555555,"1","0","1","1","0","0","1","1","1","1","1","0","1","1","1","1","0","0","1","1","0","1"
"588310",555555,"0","1","1","0","0","1","1","1","1","0","0","1","1","0","0","0","1","1","0","1","1","1"
"478482",555555,"0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","1","1","1","1","1","1"
"741252",555555,"1","0","0","1","1","0","1","1","0","1","1","0","1","1","1","1","0","0","1","1","1","0"
"217634",555555,"0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","1","0","1"
"842172",555555,"1","0","1","1","1","0","1","0","1","0","0","1","1","0","0","0","1","1","0","1","0","0"
"571720",555555,"1","1","1","1","0","1","0","1","0","0","1","1","0","0","1","0","0","0","1","1","0","0"
"288776",555555,"0","1","0","1","1","1","0","1","1","0","0","1","1","0","1","0","0","0","0","1","0","0"
"455814",555555,"0","1","1","0","1","0","0","0","0","0","0","1","0","0","1","1","1","0","1","0","0","1"
"256856",555555,"0","0","1","1","1","1","0","0","1","1","0","1","1","0","1","0","1","0","1","1","1","0"
"654498",555555,"0","0","0","1","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","1","1","1"
"338737",555555,"0","0","0","1","0","1","1","0","0","0","0","1","1","1","0","1","0","0","0","1","0","1"
"773313",555555,"0","1","0","1","1","0","1","0","1","1","0","1","0","1","0","1","1","0","1","1","1","0"
"177473",555555,"0","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","0","0","0","0"
"109412",555555,"0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","0","0","1","0","1","0","0"
"839111",555555,"1","1","1","0","1","0","1","1","1","1","0","1","1","1","1","0","0","0","1","0","1","0"
"191280",555555,"1","0","1","0","0","0","0","1","0","1","0","1","1","1","0","1","0","0","1","1","1","1"
"565259",555555,"0","1","0","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0","1","1","1"
"582441",555555,"1","1","0","1","1","1","1","0","1","1","1","1","0","0","1","0","1","0","0","1","0","0"
"638714",555555,"0","0","1","0","1","0","0","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0"
"635900",555555,"0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","1","0"
"637087",555555,"1","1","0","1","0","0","1","1","0","0","0","1","0","0","0","0","1","0","1","1","1","0"
"634765",555555,"1","1","0","1","1","0","0","1","0","1","1","0","1","0","1","1","0","1","0","1","1","0"
"939468",555555,"1","1","1","1","1","0","0","1","1","0","1","1","1","1","0","0","1","0","0","1","0","0"
"288626",555555,"0","1","0","1","1","1","1","1","0","1","1","1","1","1","0","0","1","1","0","0","1","1"
"133720",555555,"0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","1","1","0","1","1","1"
"865322",555555,"1","0","0","0","1","1","1","0","0","1","0","0","0","0","1","0","1","1","1","0","0","0"
"308797",555555,"0","0","1","0","0","0","1","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1"
"323371",555555,"0","0","1","0","1","1","1","0","1","0","0","1","1","1","1","0","1","1","0","1","1","0"
"738414",555555,"1","0","1","1","0","1","1","1","1","1","1","1","0","1","1","0","0","0","0","1","1","1"
"656869",555555,"1","0","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","0","1","1","0","0"
"414397",555555,"1","0","1","1","1","1","1","1","1","1","1","0","1","0","0","1","1","1","0","1","1","0"
"174045",555555,"1","1","0","0","0","0","1","0","1","1","1","1","0","1","0","0","0","1","1","1","0","1"
"883059",555555,"1","0","1","1","1","0","1","0","0","0","0","1","1","1","1","0","0","0","0","0","1","0"
"819948",555555,"1","0","0","1","1","1","1","0","0","1","1","1","1","1","0","0","1","0","0","1","0","1"
"860453",555555,"0","1","0","1","0","1","1","0","1","0","1","0","1","0","1","1","0","1","1","1","0","0"
"900886",555555,"0","1","1","0","1","0","0","0","1","0","1","1","0","1","0","0","1","1","1","1","1","0"
"666438",555555,"1","1","0","0","0","1","1","1","0","1","0","0","0","1","0","0","1","0","0","1","0","1"
